Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Idle Mean,Idle Std,Idle Min,Label
108308,3,5,26,11607,20,0,5840,0,107406.6551,73.86342652,15472.57143,40498.64632,3,403.5,48,108283,27070.75,53496.00591,3,0,72,46.16464158,0,5840,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
7501793,4,0,24,0,6,6,0,0,3.19923517,0.533205862,2500597.667,4330273.696,3,2500597.667,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1026.0,0.0,1026,7500767.0,0.0,7500767,DDoS
2002951,5,0,30,0,6,6,0,0,14.97790011,2.496316685,500737.75,998811.6373,3,500737.75,3,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
720608,3,5,26,11607,20,0,7215,0,16143.31231,11.10173631,102944.0,272012.4237,2,305.0,4,720606,180151.5,359772.4429,4,0,72,6.938585195,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
248058,2,5,20,11601,20,0,7300,0,46847.9146,28.2192068,41343.0,89667.26848,16,24334.0,24334,248042,62010.5,108132.9705,166,0,52,20.15657628,0,7300,1452.625,0,0,1,0,0,2,8192,229,1,20,0.0,0.0,0,0.0,0.0,0,DDoS
40775,3,5,26,11601,20,0,5755,0,285150.2146,196.1986511,5825.0,15032.18699,3,20002.0,3,40688,10172.0,19965.58815,64,0,72,122.624157,0,5755,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
3351932,5,0,30,0,6,6,0,0,8.950062233,1.491677039,837983.0,1674642.065,3,837983.0,3,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
11546591,4,0,24,0,6,6,0,0,2.078535561,0.346422593,3848863.667,6665076.442,268,3848863.667,268,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1560.0,0.0,1560,11500000.0,0.0,11500000,DDoS
106969,3,4,26,11607,20,0,11595,0,108751.1335,65.43951986,17828.16667,43041.62253,23,576.0,544,106946,35648.66667,60655.6789,87,0,72,37.39401135,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
876017,3,5,26,11607,20,0,10220,0,13279.42266,9.132242867,125145.2857,330673.9015,2,374.0,2,875971,218992.75,437366.9595,3,0,72,5.707651792,0,10220,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
883954,3,5,26,11607,20,0,10135,0,13160.18707,9.050244696,126279.1429,333656.6173,4,393.0,4,883908,220977.0,441309.4672,5,0,72,5.656402935,0,10135,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
719590,3,7,26,11601,20,0,4380,0,16157.81209,13.89680235,79954.44444,231445.3271,5,11018.5,5,719490,119915.0,282771.606,49,0,72,9.727761642,0,4380,1057.0,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1340426,3,5,26,11607,20,0,10220,0,8678.584271,5.968251884,191489.4286,506268.332,1,300.0,17,1340411,335102.75,669663.5606,1,0,72,3.730157428,0,10220,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1138524,3,4,26,11607,20,0,11595,0,10217.61509,6.148311322,189754.0,464336.1057,13,332.5,37,1138511,379503.6667,656509.962,179,0,72,3.513320756,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
17735,3,6,26,11601,20,0,5840,0,655596.2785,507.4711023,2216.875,5953.440984,2,8482.0,2,17721,3544.2,7563.911402,46,0,72,338.3140682,0,5840,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
9010737,5,0,30,0,6,6,0,0,3.329361405,0.554893568,2252684.25,4504037.191,3,2252684.25,3,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,1997.0,0.0,1997,9008740.0,0.0,9008740,DDoS
1836795,3,6,26,11607,20,0,4380,0,6333.314278,4.899839122,229599.375,648906.9421,3,457.0,98,1836748,367349.6,820755.7691,3,0,72,3.266559415,0,4380,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
78333486,8,5,56,11607,20,0,5840,0,148.8890715,0.165957123,6527790.5,21400000.0,8,10900000.0,145,1862719,465679.75,930753.5553,8,0,172,0.063829663,0,5840,833.5,0,0,0,1,0,0,256,229,6,20,2128614.0,0.0,2128614,74300000.0,0.0,74300000,DDoS
7900823,5,0,30,0,6,6,0,0,3.797072786,0.632845464,1975205.75,3949746.194,3,1975205.75,3,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,998.0,0.0,998,7899825.0,0.0,7899825,DDoS
1411892,4,0,24,0,6,6,0,0,16.9984673,2.833077884,470630.6667,815154.4942,1,470630.6667,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
8950782,4,0,24,0,6,6,0,0,2.681329966,0.446888328,2983594.0,5166447.779,213,2983594.0,213,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1488.0,0.0,1488,8949294.0,0.0,8949294,DDoS
1451909,3,5,26,11607,20,0,5840,0,8012.210132,5.509987196,207415.5714,548462.247,3,245.0,49,1451862,362965.5,725497.0286,3,0,72,3.443741998,0,5840,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
440367,3,4,26,11601,20,0,7215,0,26402.97752,15.89583234,73394.5,169082.7331,49,11026.5,49,440221,146740.3333,235236.9681,157,0,72,9.083332766,0,7215,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
7133844,5,0,30,0,6,6,0,0,4.205306424,0.700884404,1783461.0,3564920.093,2,1783461.0,2,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,3003.0,0.0,3003,7130841.0,0.0,7130841,DDoS
4376480,4,0,24,0,6,6,0,0,5.483859174,0.913976529,1458826.667,2526112.387,341,1458826.667,341,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
80194557,8,6,56,11607,20,0,7300,0,145.4338104,0.174575439,6168812.077,19400000.0,3,11200000.0,3,1713901,342780.2,765864.4253,3,0,172,0.074818045,0,7300,777.9333333,0,0,0,1,0,0,256,229,6,20,1981.0,0.0,1981,39200000.0,44100000.0,8077810,DDoS
1741453,3,6,26,11607,20,0,5840,0,6680.053955,5.168098134,217681.625,615391.1577,4,309.5,134,1741396,348279.2,778385.2586,4,0,72,3.445398756,0,5840,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1879769,3,4,26,11607,20,0,11595,0,6188.526356,3.723861815,313294.8333,766934.3936,6,445.5,109,1879749,626583.0,1084445.774,6,0,72,2.127921037,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1867545,3,4,26,11607,20,0,11595,0,6229.033303,3.748236321,311257.5,761977.726,5,378.0,156,1867327,622442.3333,1077505.108,5,0,72,2.141849326,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
40543,3,4,26,11601,20,0,8760,0,286781.9352,172.6561922,6757.166667,15210.95543,151,19506.5,1017,40346,13448.66667,22099.64385,617,0,72,98.66068125,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
295384,3,4,26,11607,20,0,11595,0,39382.63413,23.69796604,49230.66667,120117.9932,6,444.0,184,295340,98446.66667,169718.4924,6,0,72,13.54169488,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8573812,4,0,24,0,6,6,0,0,2.79922163,0.466536938,2857937.333,4950089.202,1,2857937.333,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,4.0,0.0,4,8573808.0,0.0,8573808,DDoS
712793,3,6,26,11607,20,0,5755,0,16320.30618,12.62638662,89099.125,251611.288,3,377.0,18,712781,142556.2,318219.9141,3,0,72,8.417591082,0,5755,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
754283,3,5,26,11607,20,0,10135,0,15422.59338,10.60609877,107754.7143,284642.4974,4,392.5,56,754236,188559.0,376469.4757,4,0,72,6.628811732,0,10135,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
85038,3,6,26,11601,20,0,5840,0,136727.1102,105.8350385,10629.75,22137.82882,47,11280.0,762,84983,16996.6,27043.8472,47,0,72,70.5566923,0,5840,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1605655,3,5,26,11607,20,0,7215,0,7245.018388,4.982390364,229379.2857,606441.8231,13,364.0,121,1605632,401408.0,802168.0736,13,0,72,3.113993978,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
5842882,4,0,24,0,6,6,0,0,4.107561987,0.684593665,1947627.333,3373386.031,1,1947627.333,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,4.0,0.0,4,5842878.0,0.0,5842878,DDoS
76269337,8,6,56,11601,20,0,4380,0,152.8399283,0.183560007,5866872.077,19500000.0,1,10900000.0,1,26428,5285.6,7138.67819,14,0,172,0.078668574,0,4380,777.5333333,0,0,0,1,0,0,256,229,6,20,1017.0,0.0,1017,38100000.0,45900000.0,5677995,DDoS
6978846,5,0,30,0,6,6,0,0,4.298704972,0.716450829,1744711.5,3486853.203,1,1744711.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,3855.0,0.0,3855,6974991.0,0.0,6974991,DDoS
10059722,5,0,30,0,6,6,0,0,2.982189766,0.497031628,2514930.5,5028515.09,1,2514930.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2019.0,0.0,2019,10100000.0,0.0,10100000,DDoS
2052981,4,0,24,0,6,6,0,0,11.69031764,1.948386273,684327.0,1182734.409,3,684327.0,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
95071788,9,4,62,11601,20,0,5840,0,122.6757195,0.136738777,7922649.0,27000000.0,79,11900000.0,173,21080,7026.666667,5928.096687,183,0,192,0.04207347,0,5840,833.5,0,0,0,1,0,0,256,229,7,20,1326401.0,0.0,1326401,93700000.0,0.0,93700000,DDoS
955389,3,4,26,11601,20,0,8760,0,12169.91194,7.326858484,159231.5,383019.5337,4,7007.5,4,955274,318424.6667,539198.7487,192,0,72,4.186776276,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
19973,3,6,26,11601,20,0,4380,0,582135.8834,450.6083212,2496.625,6659.790043,4,9522.0,4,19907,3981.4,8484.436239,16,0,72,300.4055475,0,4380,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
11282702,4,0,24,0,6,6,0,0,2.127150039,0.354525007,3760900.667,6513203.299,2,3760900.667,2,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1002.0,0.0,1002,11300000.0,0.0,11300000,DDoS
90015762,8,5,56,11607,20,0,8675,0,129.5661975,0.144419152,7501313.5,24000000.0,5,12800000.0,180,626287,156571.75,312554.3147,5,0,172,0.055545828,0,8675,833.5,0,0,0,1,0,0,256,229,6,20,875.0,0.0,875,44700000.0,54800000.0,5914083,DDoS
1203118,3,5,26,11607,20,0,5840,0,9669.043269,6.649389337,171874.0,454179.4124,4,453.0,130,1202964,300741.0,600743.4768,4,0,72,4.155868335,0,5840,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
23654,4,0,24,0,6,6,0,0,1014.627547,169.1045912,7884.666667,12266.57916,603,7884.666667,603,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
849065,3,6,26,11601,20,0,2920,0,13693.8868,10.59989518,106133.125,289540.5602,65,13017.0,996,849000,169800.0,364982.7174,65,0,72,7.066596786,0,2920,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1512956,5,0,30,0,6,6,0,0,19.82873263,3.304788771,378239.0,755812.8113,1,378239.0,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
1498411,3,5,26,11607,20,0,10135,0,7763.557529,5.338989102,214058.7143,565971.3387,4,303.0,78,1498407,374601.75,748639.5483,5,0,72,3.336868189,0,10135,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
876205,3,5,26,11601,20,0,5755,0,13269.72569,9.130283438,125172.1429,326975.4999,37,4644.5,369,876066,219016.5,431774.8456,44,0,72,5.706427149,0,5755,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
4865229,4,0,24,0,6,6,0,0,4.932964101,0.822160683,1621743.0,2808431.184,239,1621743.0,239,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
5969073,4,0,24,0,6,6,0,0,4.020724826,0.670120804,1989691.0,3445604.179,322,1989691.0,322,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,741.0,0.0,741,5968332.0,0.0,5968332,DDoS
1299147,3,4,26,11607,20,0,11595,0,8954.336961,5.388150841,216524.5,529939.0588,5,383.5,169,1299102,433034.0,749306.08,5,0,72,3.078943337,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
31297,3,5,26,11601,20,0,5840,0,371505.2561,255.6155542,4471.0,7433.157875,38,9371.0,704,31259,7814.75,9219.680485,177,0,72,159.7597214,0,5840,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
875495,3,6,26,11607,20,0,5840,0,13287.3403,10.2798988,109436.875,308300.3842,10,1345.0,762,875327,175065.4,389845.7486,10,0,72,6.853265867,0,5840,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1869463,3,6,26,11607,20,0,4380,0,6222.642545,4.814216703,233682.875,659776.8728,17,1286.0,49,1869413,373882.6,834424.9138,17,0,72,3.209477802,0,4380,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
51965,3,5,26,11607,20,0,10135,0,223862.215,153.9497739,7423.571429,19148.93959,4,412.5,31,51942,12985.5,25242.59382,4,0,72,96.21860868,0,10135,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
73850290,8,6,56,11601,20,0,5755,0,157.8463673,0.189572715,5680791.538,16900000.0,1,10400000.0,1,1406274,281254.8,623635.6017,47,0,172,0.081245449,0,5755,777.5333333,0,0,0,1,0,0,256,229,6,20,50.0,0.0,50,36200000.0,34900000.0,11500000,DDoS
39377,3,7,26,11601,20,0,2920,0,295273.8908,253.9553546,4375.222222,8862.243336,8,12518.0,8,39300,6550.0,10603.73219,13,0,72,177.7687483,0,2920,1057.0,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
11900822,4,0,24,0,6,6,0,0,2.01666742,0.336111237,3966940.667,6870082.84,3,3966940.667,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,993.0,0.0,993,11900000.0,0.0,11900000,DDoS
853821,4,0,24,0,6,6,0,0,28.10893618,4.684822697,284607.0,492092.1171,331,284607.0,331,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
7330881,5,0,30,0,6,6,0,0,4.092277586,0.682046264,1832720.25,3664106.621,0,1832720.25,0,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2001.0,0.0,2001,7328880.0,0.0,7328880,DDoS
17964,3,4,26,11601,20,0,8760,0,647238.9223,389.6682253,2994.0,4520.913226,6,3011.0,6,17616,5872.0,5257.671253,590,0,72,222.6675573,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
9049767,4,0,24,0,6,6,0,0,2.65200198,0.44200033,3016589.0,5220547.707,1007,3016589.0,1007,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,5009.0,0.0,5009,9044758.0,0.0,9044758,DDoS
6015872,5,0,30,0,6,6,0,0,4.98680823,0.831134705,1503968.0,3007258.038,1,1503968.0,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,1017.0,0.0,1017,6014855.0,0.0,6014855,DDoS
5577888,4,0,24,0,6,6,0,0,4.302703819,0.717117303,1859296.0,3217783.246,1000,1859296.0,1000,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,3016.0,0.0,3016,5574872.0,0.0,5574872,DDoS
31431,3,5,26,11607,20,0,5840,0,370112.3095,254.5257866,4490.142857,11508.18424,2,343.0,48,31384,7846.0,15161.10952,2,0,72,159.0786167,0,5840,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
4051748,5,0,30,0,6,6,0,0,7.404211713,1.234035286,1012937.0,2024896.675,247,1012937.0,247,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
6397033,5,0,30,0,6,6,0,0,4.689674104,0.781612351,1599258.25,3196749.197,465,1599258.25,465,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2651.0,0.0,2651,6394382.0,0.0,6394382,DDoS
668166,5,0,30,0,6,6,0,0,44.8990221,7.48317035,167041.5,331135.5703,1,167041.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
1400097,3,4,26,11607,20,0,11595,0,8308.710039,4.999653595,233349.5,571183.1035,1,372.0,1,1400051,466683.6667,807645.2785,7,0,72,2.856944912,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8008809,4,0,24,0,6,6,0,0,2.996700258,0.499450043,2669603.0,4623029.827,1,2669603.0,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,991.0,0.0,991,8007818.0,0.0,8007818,DDoS
1228323,3,5,26,11607,20,0,8675,0,9470.635981,6.512944885,175474.7143,463891.2138,2,319.5,2,1228282,307070.5,613607.0592,67,0,72,4.070590553,0,8675,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
26825,3,6,26,11601,20,0,4380,0,433438.9562,335.5079217,3353.125,8719.420237,2,12495.5,2,26760,5352.0,11179.32849,82,0,72,223.6719478,0,4380,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
582051,3,4,26,11607,20,0,11595,0,19986.22114,12.02643755,97008.5,236092.6439,48,1049.5,48,582003,194001.0,333357.0556,963,0,72,6.872250026,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
80976336,9,4,62,11607,20,0,11595,0,144.1038281,0.160540729,6748028.0,23100000.0,1,10100000.0,1,291370,97123.33333,167486.0757,10,0,192,0.049397147,0,11595,833.9285714,0,0,0,1,0,0,256,229,7,20,725991.0,0.0,725991,80000000.0,0.0,80000000,DDoS
3938875,4,0,24,0,6,6,0,0,6.093110342,1.01551839,1312958.333,2272383.039,2,1312958.333,2,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
82649301,9,6,62,11607,20,0,4380,0,141.186917,0.181489738,5903521.5,20200000.0,1,10300000.0,1,58640,11728.0,25621.065,10,0,192,0.072595895,0,4380,729.6875,0,0,0,1,0,0,256,229,7,20,5319.0,0.0,5319,41300000.0,48600000.0,6941497,DDoS
3954074,4,0,24,0,6,6,0,0,6.069689136,1.011614856,1318024.667,2282005.862,3,1318024.667,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
48097,3,5,26,11607,20,0,7215,0,241865.397,166.3305404,6871.0,17662.28417,4,486.5,157,47966,11991.5,23290.12531,4,0,72,103.9565877,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8255778,5,0,30,0,6,6,0,0,3.633818642,0.60563644,2063944.5,4125891.907,3,2063944.5,3,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2996.0,0.0,2996,8252782.0,0.0,8252782,DDoS
821198,3,6,26,11601,20,0,4380,0,14158.58295,10.95959805,102649.75,277575.7709,10,15822.5,529,821134,164226.8,349576.6014,65,0,72,7.3063987,0,4380,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
96903549,8,5,56,11607,20,0,10135,0,120.356789,0.134154013,8075295.75,25200000.0,5,13800000.0,219,24479,6119.75,10381.1408,5,0,172,0.051597697,0,10135,833.5,0,0,0,1,0,0,256,229,6,20,851.0,0.0,851,48400000.0,55700000.0,9061513,DDoS
32683,3,5,26,11607,20,0,8760,0,355934.2778,244.7755714,4669.0,11597.56005,3,659.5,3,32622,8155.5,15205.81473,180,0,72,152.9847321,0,8760,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
3991933,4,0,24,0,6,6,0,0,6.012124953,1.002020825,1330644.333,2303872.425,3,1330644.333,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
